id,rodada,num_comments,views
pZcXU6ePO_U,22,270,95244
nna5MPybgD8,22,4121,2473710
lHj508Eflsc,22,1459,632666
hehQTravoXM,22,710,413131
ak15L2yNHhI,23,3432,1128727
eZ-ol-BqeqA,23,1370,843934
Ar1QKv_-Vb8,23,1537,733643
jOImdYYtVW8,23,1006,526862
UfRFpUw_4kU,23,493,282463
VEw8AHmPbxE,23,773,351474
6koZrYFETI8,23,191,195882
eEn-zFECvW4,23,1179,580540
VOk_kg0uiYI,23,3513,2180630
ZjH8fVh-_wk,23,2742,960181
QNYZIILYBv4,15,5643,2991673
qVzrSuYixK0,24,345,267595
sbcm-82EWss,24,1182,404706
Gvqn75hii-Y,24,1259,816665
fh2rSEVCGvA,24,979,549692
Alg8-7gjqX0,24,2312,1398951
5XdxaMOLIIg,24,324,124856
bNY1b2ljM2Y,24,1569,944536
hhrg7cu-nMA,24,2848,1387841
_y9dLZvhHO0,15,2483,818550
rkCM_w0w4rQ,25,3165,1160332
rAJ-u7ZGw7s,25,507,328012
ODNwwb131kc,25,943,492811
D6O7dqTy9P8,25,3677,2123531
YVCxLM-p9Wg,25,1356,845795
Ot20JfF3VNo,25,486,212163
LlIH4cN_t2U,25,3202,955598
0TotX_VPVks,25,500,182540
t_6ojQeVfgA,25,1377,664045
iuh7upjTStg,26,3164,1804539
zsQlPD-4egw,26,813,547272
NTSLHMYnE98,26,1883,1869210
2eEONdyxnRY,26,2488,1178885
etDqq0AVzLg,26,1370,870890
1BwRkcSy96I,26,1841,1138597
Jkw8WbjWi9w,26,900,416585
5RNGb3GCy1Y,26,628,374207
9_i_Iq1-lko,26,534,263893
BbzTgrijT1A,27,683,374906
6Ui7Dynw2iA,27,801,452379
8x-Ym2VqEhU,27,1251,858696
1UnxgatcDqQ,27,1497,1290609
UT5hLz8ANoY,27,2099,984580
GH81W9pMQDw,27,1608,621835
1YvjcvMCI3k,27,3394,2338171
AGTt9MEJ8OE,28,1425,1401153
fwHheaL2GDo,28,1312,752630
8_Y3AY28PYI,28,313,159345
XR69lJ_B7kE,28,1980,1810803
rtJXoblicWk,28,7377,2918942
j02eYyzuTk0,28,2261,932743
zBYDCJKvEZM,28,1640,699461
vBxJiAIeJ6k,28,522,295104
Dlw7ckPUHzA,28,655,518720
k2jWqYrSDko,29,699,317447
5vXYLs90d98,29,514,627950
LaE3MLAe1QY,29,156,114746
Mv9Cb8WlrFc,29,834,494257
E5Yn6JdFC9A,29,4542,2193130
YJOJnimeEzk,29,874,860308
jBdJJhGEsu8,29,2679,2095067
jBdJJhGEsu8,29,2679,2095067
AvDZyOo4ST0,29,1661,581098
kKRkT01W1AM,30,1652,1136390
zE4RVpyHQgE,30,822,554654
ahVvYGAYAU0,30,1050,797383
6ox2cINoNfQ,30,755,249160
ZsF9rGU2aMo,30,839,434655
__RYbPj0lb8,30,3057,1074225
7eUonAJ9_JY,30,1575,765424
NqMbfQ_vWz8,30,1797,718811
FtfwrJ9jNqQ,31,195,115229
hvK0zuR8O5I,31,1327,722154
52uU2WUmKGk,31,765,201752
U0QGjRN4OG0,31,4183,1778052
AgimpkmxMSQ,31,394,489984
Z8YtuRj5p20,31,9409,5510087
7JJ0NreHY-o,31,584,499679
k6CpaTx-6Zw,31,2250,823840
Fii13oLPlmA,31,342,278286
OpiExzXO6Qc,32,1664,769780
qd4IMLLzDOk,32,602,540171
drEhBKvaU58,32,552,397570
1miok4MMz0k,32,1462,681892
UPhpVR4Omxk,32,921,521537
PHUQ9S05UqQ,32,1111,604411
hDfmhdtaIZw,32,1845,1193830
gEFBInBIZgI,32,238,219492
zkR2h6Z3F-8,32,4151,1466995
HyC_7BjV2Io,33,1060,217009
5IaWmEvTO_E,33,363,172475
eCcCKsRG2lw,33,367,169002
c147OwpIxqI,33,86,101564
9bAMc9fjbFQ,33,1686,771861
0R1AU9ZL3Y0,33,4809,3776573
ys_IyJVCJBE,33,868,414861
rABjOGT1d2c,33,1102,800155
UamMxlX5ADY,33,6488,3351927
oB3_SujbqQI,34,1408,738611
8UsETPz261g,34,1508,517189
883O6dRuLVc,34,2612,1846474
cl5QlHVCsYI,34,1308,734976
PCo4fG6E1MM,34,3148,1121859
kEAbg4qfTIg,34,497,230521
BqciONJw5aE,34,2083,964155
ue5mAfQucoA,34,980,358880
XALXbJQ7vFY,30,275,247395
szDL6HRJECc,33,1612,783573
rA2H3xhwTRw,32,1811,805130
ZeIlRhWTqnw,29,1060,628746
hsdj82k0kuE,30,1611,624541
XAzhlZz_4hU,35,2654,1718497
k2Ep1eIJROs,35,6706,2417114
3HjFifPB3Rc,35,470,205994
Qn4-61V-y40,35,1009,570800
fojrgNpZrtg,35,1292,519156
wn4YOuwQmVM,35,1983,1534333
hi0rYsClPkg,35,457,176528
vDHIC1Owj_o,35,2115,1076829
NZJNn9gOOiw,35,270,235723
1cGbzf5hZm8,35,1695,730820
WfT-E45VJaE,36,5444,2008185
73y4d9xjCtc,36,1673,532930
f0UdnDKaOyE,36,5283,1750666
VbPrpTbk1gg,36,332,265329
ztcMyvESLt8,36,1190,702196
bc9x4N3qY-M,36,3449,1053887
WLC6lys-PRQ,36,1046,633575
mE58rqeOkMI,36,1494,544675
8GJhLL6sgts,36,610,425961
5WqQ5ysu2pM,37,2698,1050136
vR7FfX8pnHY,37,3354,1867442
C1YVKTNPDhM,37,913,876660
J0tUlc4Y3X8,37,103,119636
FPQ5p24a1LQ,37,1188,424469
KrbsC2a1IBI,37,122,110809
1rzapeRwpNU,38,119,57680
xtCODWmE6CQ,38,1324,799339
bqnv4lUwAtw,38,2277,1109741
ZFBFOdOA7bE,38,6185,2151019
mrHB279hp1w,38,160,128715
s4Jln2NlfgA,38,965,673205
e5ZJtDFjmPM,38,1484,997999
JtXCs35NcYI,38,673,577989
zRM_Pu-vzs4,38,1872,868037
