id,rodada,num_comments,views
_W1gxRxnI1M,4,617,161210
3pyxHqm4apo,10,324,116917
YyuK-mI3kDU,16,3059,1107995
Ni5Xr2G3bKI,1,856,210356
3zB-eNPYr_0,8,1456,628440
XPCKaK4m1ok,2,491,112062
Gf_kR-ZZ038,12,1395,705271
wKt03ZuEeOA,18,1159,514305
IUkjD92XT4U,11,555,357657
D4EmRE2dNH8,19,797,261072
_52o4wDvKG0,14,173,89478
usZKLCdAwEY,9,1382,480579
Cyg45ZmqBvY,18,641,249156
uZfP26ztZhY,7,733,235532
nb9AHunTi6A,19,1004,451822
5_lhoRbdSpQ,1,249,68173
_EwKPd1reZc,4,224,36433
6rqN7fl6M-c,6,266,130591
O4HNI5M1Yls,13,1169,528984
z8VvnVP_biI,8,882,479939
9K_w5c995Pc,12,781,278556
T-OU_a3G0Nc,16,454,168227
yuGOccK7O7U,13,448,247024
3LwtA__q-MU,15,377,70997
OIuleGnKuXc,18,381,99551
GIlI-gdnQl0,2,1682,356980
4j-rU16r4Vk,5,435,101302
yiT8VeittLk,3,364,206394
FlclhQ1BTU4,11,372,163883
IcXhHFs2obg,9,1817,568765
qfvI5UnTZc4,16,462,258904
uiVhW8UqveA,10,229,101350
1DCHXu012Eg,17,442,118370
Ldu1ViQFecc,2,595,427754
BOuAyr0r9RA,17,1140,538225
87ICMKTocLk,5,1625,391172
ybQ89LNTlWo,10,1116,412624
eKpPCPejPaQ,19,1406,748098
cZCyup-H-ck,3,422,65520
BR-iTiBijoo,6,1447,641558
bceVrDKn7xc,1,1746,494717
06u4vMGWmZo,8,486,154812
Xq0SAe0k_6U,14,530,208501
HO5Iw0nWuXs,5,542,128014
xQM9fNqTuOs,7,1268,417327
xladbJmdPSs,12,589,287577
cLTFj5f6qgY,11,423,265465
ZlM1Rpm2mZ4,9,360,183384
FtR5MQ3pxMw,1,1625,364989
iEU-sOTeZbE,4,770,223987
7XrBMeele_Q,13,282,103528
39yi5Hn8osU,3,130,44931
uiVhW8UqveA,10,229,101350
9qJs7g1kB88,13,1361,542681
ci8MauBufp8,14,682,180120
TwJq-XlAdKQ,12,476,280028
pgKgofyEPhI,11,968,392822
PBo9jbJG_GA,3,896,143714
I5OKKHYTuSU,1,1454,276147
93kZ_KAsyKc,6,522,277078
Aoi7-4xb28o,15,1990,1133530
V9TRK-ErmxU,6,1308,395890
Ag2198RQSt8,18,1792,582477
dlJx1RClats,16,2253,1678850
gAm7opVcgxg,11,1501,941780
LzfdlXyaQe0,17,1044,563122
Tb2u4hN4FQ4,4,972,206483
47-gTQODO9E,16,507,182320
80TGH8f3ALA,2,447,76699
_QzW0bjAsPU,3,565,136291
1O9ixDvMuKw,6,800,182139
aIm48CIMCV4,19,677,134888
1mvralq1Jts,7,278,148912
5pA3s36c_eo,1,531,253078
Zpbt9EqXO0c,5,665,285866
WsRcSX2-LGk,15,262,203056
xsbF_joFDD0,7,227,89596
1QGYM5n6M6o,12,684,288693
jhynM9teEfs,8,1886,491856
9sIJ8cq6RTo,10,260,165581
uBYBDu133Bw,5,275,109300
kFykIPyWqpY,13,220,131494
rIrF6-McIPU,17,1420,970219
mi3nc1X8tWQ,4,1013,211770
ei58ztXdn98,15,1796,564589
ZVfWfg8XdfQ,14,913,280840
enbrsWwsP8M,9,791,333578
mLxp4Sjo3_I,18,435,93401
8FO6RkE3ps0,29,6869,3334979
jk4HWgK5C8c,35,2776,1872852
o1hLLgymHbs,20,1633,587863
tEAPJ0Eu91M,31,5361,2355305
Y_vu8BJb9e8,37,1941,1374441
u2wgEGFVFds,36,3079,1388919
9Lwa0o60hAA,30,1617,692327
bHBCiLkgs7w,27,3407,1096119
dAfISxnPsdY,26,4429,1383145
809c1CPObaw,25,1678,1027102
Xedqo18PLds,23,2497,1000221
tI3r1aj3jhk,22,1777,878286
evSEljUaofQ,33,3100,924552
v8QE8tlYpAA,28,2056,836283
KULitzWHL74,34,3249,1092838
xeXVZYyNbtA,38,4483,1922133
4w4awBG-rUo,32,7158,3027415
AKRhmyi4_Y0,21,2678,1354068
n_VoPBAmpCY,24,1067,571467
cHlfma5h2ks,20,7119,4147275
buljX73IJk8,25,3169,2052851
67gQdMxuZHs,33,4759,2736291
3ri6LtgCVpI,24,2177,966371
yJtHTh_iBvM,28,10141,2991272
5hbdfQUB1zE,22,3699,1483688
YNn4EcUQ-5k,38,1849,873323
oyY9Gg7J09s,37,5578,1764950
Ux75lbMJ8LQ,36,3963,1882463
cdRaZwiU6g0,34,3951,2760081
ZzHAFwtMA5c,32,6511,4623669
wv12-3jCjds,23,3165,2244732
VcK5YhJxALQ,27,3592,881759
Q4xBr-VzXX4,26,4316,2435636
JGUokWQUBYc,21,8586,2036433
oD7gkXMac7Y,31,5923,2430836
R38KWMSxifo,35,2962,1444468
Ijxck9tgvOE,30,5458,2045358
ARa6pkrngfo,34,1216,836824
91_H0BsyhBA,22,7851,4144704
q832gwwqI4M,25,5238,2317031
Qz1lux5eUCA,32,2534,1640601
HnNue8bcnDk,24,2232,1113877
pZQXRq9ZrPw,31,1996,1384676
cW9Qptbx3xQ,30,1802,940650
_84bbnrcOlg,38,786,409036
4rqUJOiPQAQ,27,1465,673464
d66m7UGLZos,33,3030,1589192
f-1O4NlZCZc,37,679,338805
LkghFw1l7dY,36,2009,1285219
5usZxinzJS8,23,1707,585321
0Ipcs_J40_8,29,3607,2224585
UcfY0tqYU6Y,26,1813,574646
J5TEgyuNQNw,28,1812,1145399
hApij4LX8uY,21,990,581317
Z82SdTSfqgg,30,2457,1419037
_f-0SzRkMmQ,32,747,395797
s8p1lOLDg1g,24,98,639959
po7kOjkbdQ4,29,819,590587
nTatkdn5h0Y,23,1170,522897
BdsEF-kGOBs,35,1240,652471
57kxPOuiCPA,33,1411,503182
8MIhpORihlo,21,1936,490005
woiOewuoY9k,31,1247,843071
cH3geHW_iak,28,1190,519408
B5VJIOcK9VU,37,791,360553
2I6j4gvnSpU,36,950,512887
GDZPPx65iTw,26,1624,766532
xWDHs4rJNYA,38,1013,460014
PiS-zzG1LmE,22,507,252615
WjNyDnnTMOw,27,50,550516
mKGFqDtFgRI,23,1404,1681376
lyk2doYENuQ,26,1918,1065474
YF5WxDasCeo,21,1789,794852
aqQv2M19Nxs,20,1840,737091
a988ErL9Y90,34,2368,1636838
b5Y0dmE7Dlg,35,2366,1270529
28xtbpZov6Y,28,2432,1316937
qh7s3Dxyl8g,27,4237,1880752
wyVn_N11ri8,36,1116,778180
j28xyhFxC00,32,2740,2312610
JA6Ivl8_EMg,38,2377,847428
e85XfY1srEU,37,3926,1973637
E_fbOVOklMc,24,2795,1721718
m6OVd2JiM6w,25,3084,938385
hQbtlqCLCSU,29,4083,1508877
pa4jdURtJjk,22,785,339857
xDlwDI3wbrw,36,213,212138
NWDSfxXIngg,26,475,286343
O7td0wh8cNs,31,1116,581862
r-6WvjAVDdw,27,941,533615
ydqle959Mhw,38,425,231249
58aAum9foF0,28,1409,753377
GaoZL0ZxRzc,30,856,271044
ipgavg61Irc,29,987,543579
TRJ_qhtA2LE,35,611,382807
EEExZb7ABCI,33,1143,613513
yswIbGEq1rg,21,750,373850
a5IKx1HOwFQ,34,705,451299
PF0W4zaALOg,20,1470,475618
6TyYP8eng-g,34,611,389428
RwNrPbJj-og,25,226,112564
cDv7pHtu-z4,23,941,453249
MWUcUDdLgkA,29,680,311512
jF4XtMOy7h8,35,992,478833
Sg64N_6cUuU,20,2202,845399
vUjmnqRkyPc,27,453,173663
F8FiBWhnx1U,21,1166,516168
GQUoDlKhyIo,33,382,183927
bUfjzex12pE,31,1524,1012253
MGj4T7MjQdo,37,1359,762694
TcHIwVu6h4w,30,584,383104
hZkgV3Ch9ME,38,563,293409
vFUlmraxSsw,33,67,48010
ZYNN2WJosCU,28,1730,803185
_UHAOkuTMOI,37,633,152813
uSdwxRLdGMk,26,670,544731
gXFICadHBPk,38,905,499780
oW-UlBa7okE,20,736,286526
K0VwoJ86Xeo,23,362,266482
dw4PRz-eBgo,25,301,178780
f5hj0bCYhM0,32,2546,1089472
EF-3XHxVh7Y,27,426,144408
fDHh-TsfUAo,31,738,468255
k00PlKET16g,35,401,264707
ESEXBvrUy1I,32,287,167053
gVtoi0NzXVE,34,288,193776
doMsUGmbLbs,37,794,492056
o77na8wYKUw,21,1645,691986
2NxmuO8iWfk,24,184,102941
vnZJdeyQ6GI,22,142,36737
eki15EerCPs,30,179,143083
OvKLADesFiI,28,1857,662722
RbdtGQYzMpg,35,720,598511
fn3fJVON7JE,29,1296,895933
Edch9ohlL_Q,36,253,163209
4GeCL062ohA,21,446,131534
xnouUPtB_-U,36,615,428722
AmlmdelngCM,24,2192,780046
JQb-beEhnBc,29,744,448884
Oa1CZfIdS-s,22,1276,404684
v3CL65PbHag,25,3057,1150951
Y7QVKyVlOu4,20,488,201912
HvZdXOwYRW8,27,415,190756
Zykp9pO4M3M,33,464,237548
iAlEGVSfyDs,24,337,109739
43_7-w-F9L8,26,1351,718868
_83ZAmuxwXw,31,383,223306
b1ZXY33CVWw,30,468,195339
0GDPr4LcXaw,28,299,85528
Pwz8GxXfzT0,20,1005,475484
kzdInE_evGk,23,526,176412
0kit72aPCnk,32,731,438736
1R6xum_1-vY,22,293,146085
_sfOVwRrIfs,29,1654,937434
wJNl20dfUeM,32,908,692961
AjQ3JBJK-No,33,473,319504
IwMr_pQ_ga4,31,774,473112
vL3JRXQ62mY,30,4148,1737251
nbDSDFUwwiE,22,676,307943
7MLZjxr7RoM,20,493,305750
9oTYpY84o64,25,1514,801185
_KEsgkSy9F0,34,644,333261
w9ADN1cH4gg,25,1749,482614
mZx1d6YUNgE,37,1139,1034065
XxO8o_SFLGQ,35,5930,2477885
22uFp8KEWxM,30,1760,958685
BJm3SqxUAA8,36,1500,1248100
6YDpfjCPE-0,23,1048,404436
IWidX0eZC6s,35,541,269673
eyJ5KAUxBMw,21,507,123531
WXgMpVOVTsc,22,1783,821562
7J86DSg6U60,25,891,320360
zqLILQLTbOM,38,177,97250
Wb-E5mpQJrs,26,210,118416
TUeKefKQ-g4,20,479,295736
kea8dpAdAU8,24,944,585672
D3D6Ns5v2wQ,34,472,132501
4cl1Sz9jX0g,26,485,239546
1foumwW6-Y4,31,280,76437
rCjhUyQzqaY,27,1594,859993
unltGwpRhvs,29,199,92077
ExW-8sehcUg,24,717,301349
PHJa4vX1a80,32,432,147071
AOJbeqxkKzg,36,4277,1725786
rKnb4h1yv4A,23,2823,987420
tkckajmD2L0,34,716,587432
fGmK32XC3RI,33,984,662433
jM-A445gNfQ,28,724,307721
iFj55nE7NT4,37,357,208207
