label,id,rodada
FLUxINT-1turno-2021,YyuK-mI3kDU,16
FLUxSAO-1turno-2021,Ni5Xr2G3bKI,1
FLUxCAP-1turno-2021,3zB-eNPYr_0,8
FLUxCUI-1turno-2021,XPCKaK4m1ok,2
FLUxJUV-1turno-2021,-q1LzNenn6s,14
FLUxGRE-1turno-2021,Gf_kR-ZZ038,12
FLUxBAH-1turno-2021,wKt03ZuEeOA,18
FLUxSPT-1turno-2021,IUkjD92XT4U,11
FLUxCHA-1turno-2021,D4EmRE2dNH8,19
AMGxACG-1turno-2021,_52o4wDvKG0,14
AMGxSAN-1turno-2021,usZKLCdAwEY,9
AMGxCEA-1turno-2021,Cyg45ZmqBvY,18
AMGxINT-1turno-2021,uZfP26ztZhY,7
AMGxSAO-1turno-2021,nb9AHunTi6A,19
AMGxCAP-1turno-2021,5_lhoRbdSpQ,1
AMGxCUI-1turno-2021,_EwKPd1reZc,4
AMGxJUV-1turno-2021,6rqN7fl6M-c,6
AMGxGRE-1turno-2021,O4HNI5M1Yls,13
AMGxBAH-1turno-2021,z8VvnVP_biI,8
AMGxSPT-1turno-2021,9K_w5c995Pc,12
AMGxCHA-1turno-2021,T-OU_a3G0Nc,16
ACGxSAN-1turno-2021,yuGOccK7O7U,13
ACGxCEA-1turno-2021,3LwtA__q-MU,15
ACGxINT-1turno-2021,OIuleGnKuXc,18
ACGxSAO-1turno-2021,GIlI-gdnQl0,2
ACGxCAP-1turno-2021,4j-rU16r4Vk,5
ACGxCUI-1turno-2021,yiT8VeittLk,3
ACGxJUV-1turno-2021,FlclhQ1BTU4,11
ACGxGRE-1turno-2021,IcXhHFs2obg,9
ACGxBAH-1turno-2021,qfvI5UnTZc4,16
ACGxSPT-1turno-2021,uiVhW8UqveA,10
ACGxCHA-1turno-2021,1DCHXu012Eg,17
SANxCEA-1turno-2021,Ldu1ViQFecc,2
SANxINT-1turno-2021,BOuAyr0r9RA,17
SANxSAO-1turno-2021,87ICMKTocLk,5
SANxCAP-1turno-2021,ybQ89LNTlWo,10
SANxCUI-1turno-2021,eKpPCPejPaQ,19
SANxJUV-1turno-2021,cZCyup-H-ck,3
SANxGRE-1turno-2021,BR-iTiBijoo,6
SANxBAH-1turno-2021,bceVrDKn7xc,1
SANxSPT-1turno-2021,06u4vMGWmZo,8
SANxCHA-1turno-2021,Xq0SAe0k_6U,14
CEAxINT-1turno-2021,HO5Iw0nWuXs,5
CEAxSAO-1turno-2021,xQM9fNqTuOs,7
CEAxCAP-1turno-2021,xladbJmdPSs,12
CEAxCUI-1turno-2021,cLTFj5f6qgY,11
CEAxJUV-1turno-2021,ZlM1Rpm2mZ4,9
CEAxGRE-1turno-2021,FtR5MQ3pxMw,1
CEAxBAH-1turno-2021,iEU-sOTeZbE,4
CEAxSPT-1turno-2021,7XrBMeele_Q,13
CEAxCHA-1turno-2021,39yi5Hn8osU,3
INTxSAO-1turno-2021,uiVhW8UqveA,10
INTxCAP-1turno-2021,9qJs7g1kB88,13
INTxCUI-1turno-2021,ci8MauBufp8,14
INTxJUV-1turno-2021,TwJq-XlAdKQ,12
INTxGRE-1turno-2021,pgKgofyEPhI,11
INTxBAH-1turno-2021,PBo9jbJG_GA,3
INTxSPT-1turno-2021,I5OKKHYTuSU,1
INTxCHA-1turno-2021,93kZ_KAsyKc,6
SAOxCAP-1turno-2021,Aoi7-4xb28o,15
SAOxCUI-1turno-2021,V9TRK-ErmxU,6
SAOxJUV-1turno-2021,Ag2198RQSt8,18
SAOxGRE-1turno-2021,dlJx1RClats,16
SAOxBAH-1turno-2021,gAm7opVcgxg,11
SAOxSPT-1turno-2021,LzfdlXyaQe0,17
SAOxCHA-1turno-2021,Tb2u4hN4FQ4,4
CAPxCUI-1turno-2021,47-gTQODO9E,16
CAPxJUV-1turno-2021,80TGH8f3ALA,2
CAPxGRE-1turno-2021,_QzW0bjAsPU,3
CAPxBAH-1turno-2021,1O9ixDvMuKw,6
CAPxSPT-1turno-2021,aIm48CIMCV4,19
CAPxCHA-1turno-2021,1mvralq1Jts,7
CUIxJUV-1turno-2021,5pA3s36c_eo,1
CUIxGRE-1turno-2021,Zpbt9EqXO0c,5
CUIxBAH-1turno-2021,WsRcSX2-LGk,15
CUIxSPT-1turno-2021,xsbF_joFDD0,7
CUIxCHA-1turno-2021,1QGYM5n6M6o,12
JUVxGRE-1turno-2021,jhynM9teEfs,8
JUVxBAH-1turno-2021,9sIJ8cq6RTo,10
JUVxSPT-1turno-2021,uBYBDu133Bw,5
JUVxCHA-1turno-2021,kFykIPyWqpY,13
GRExBAH-1turno-2021,rIrF6-McIPU,17
GRExSPT-1turno-2021,mi3nc1X8tWQ,4
GRExCHA-1turno-2021,ei58ztXdn98,15
BAHxSPT-1turno-2021,ZVfWfg8XdfQ,14
BAHxCHA-1turno-2021,enbrsWwsP8M,9
SPTxCHA-1turno-2021,mLxp4Sjo3_I,18
CAMxFLA-2turno-2021,8FO6RkE3ps0,29
CAMxPAL-2turno-2021,jk4HWgK5C8c,35
CAMxFOR-2turno-2021,o1hLLgymHbs,20
CAMxCOR-2turno-2021,tEAPJ0Eu91M,31
CAMxRBB-2turno-2021,Y_vu8BJb9e8,37
CAMxFLU-2turno-2021,u2wgEGFVFds,36
CAMxAMG-2turno-2021,9Lwa0o60hAA,30
CAMxACG-2turno-2021,bHBCiLkgs7w,27
CAMxSAN-2turno-2021,dAfISxnPsdY,26
CAMxCEA-2turno-2021,809c1CPObaw,25
CAMxINT-2turno-2021,Xedqo18PLds,23
CAMxSAO-2turno-2021,tI3r1aj3jhk,22
CAMxCAP-2turno-2021,evSEljUaofQ,33
CAMxCUI-2turno-2021,v8QE8tlYpAA,28
CAMxJUV-2turno-2021,KULitzWHL74,34
CAMxGRE-2turno-2021,xeXVZYyNbtA,38
CAMxBAH-2turno-2021,4w4awBG-rUo,32
CAMxSPT-2turno-2021,AKRhmyi4_Y0,21
CAMxCHA-2turno-2021,n_VoPBAmpCY,24
FLAxPAL-2turno-2021,cHlfma5h2ks,20
FLAxFOR-2turno-2021,buljX73IJk8,25
FLAxCOR-2turno-2021,67gQdMxuZHs,33
FLAxRBB-2turno-2021,3ri6LtgCVpI,24
FLAxFLU-2turno-2021,yJtHTh_iBvM,28
FLAxAMG-2turno-2021,5hbdfQUB1zE,22
FLAxACG-2turno-2021,YNn4EcUQ-5k,38
FLAxSAN-2turno-2021,oyY9Gg7J09s,37
FLAxCEA-2turno-2021,Ux75lbMJ8LQ,36
FLAxINT-2turno-2021,cdRaZwiU6g0,34
FLAxSAO-2turno-2021,ZzHAFwtMA5c,32
FLAxCAP-2turno-2021,wv12-3jCjds,23
FLAxCUI-2turno-2021,VcK5YhJxALQ,27
FLAxJUV-2turno-2021,Q4xBr-VzXX4,26
FLAxGRE-2turno-2021,JGUokWQUBYc,21
FLAxBAH-2turno-2021,oD7gkXMac7Y,31
FLAxSPT-2turno-2021,R38KWMSxifo,35
FLAxCHA-2turno-2021,Ijxck9tgvOE,30
PALxFOR-2turno-2021,ARa6pkrngfo,34
PALxCOR-2turno-2021,91_H0BsyhBA,22
PALxRBB-2turno-2021,q832gwwqI4M,25
PALxFLU-2turno-2021,Qz1lux5eUCA,32
PALxAMG-2turno-2021,HnNue8bcnDk,24
PALxACG-2turno-2021,pZQXRq9ZrPw,31
PALxSAN-2turno-2021,cW9Qptbx3xQ,30
PALxCEA-2turno-2021,_84bbnrcOlg,38
PALxINT-2turno-2021,4rqUJOiPQAQ,27
PALxSAO-2turno-2021,d66m7UGLZos,33
PALxCAP-2turno-2021,f-1O4NlZCZc,37
PALxCUI-2turno-2021,LkghFw1l7dY,36
PALxJUV-2turno-2021,5usZxinzJS8,23
PALxGRE-2turno-2021,0Ipcs_J40_8,29
PALxBAH-2turno-2021,UcfY0tqYU6Y,26
PALxSPT-2turno-2021,J5TEgyuNQNw,28
PALxCHA-2turno-2021,hApij4LX8uY,21
FORxCOR-2turno-2021,Z82SdTSfqgg,30
FORxRBB-2turno-2021,_f-0SzRkMmQ,32
FORxFLU-2turno-2021,s8p1lOLDg1g,24
FORxAMG-2turno-2021,po7kOjkbdQ4,29
FORxACG-2turno-2021,nTatkdn5h0Y,23
FORxSAN-2turno-2021,BdsEF-kGOBs,35
FORxCEA-2turno-2021,57kxPOuiCPA,33
FORxINT-2turno-2021,8MIhpORihlo,21
FORxSAO-2turno-2021,woiOewuoY9k,31
FORxCAP-2turno-2021,cH3geHW_iak,28
FORxCUI-2turno-2021,B5VJIOcK9VU,37
FORxJUV-2turno-2021,2I6j4gvnSpU,36
FORxGRE-2turno-2021,GDZPPx65iTw,26
FORxBAH-2turno-2021,xWDHs4rJNYA,38
FORxSPT-2turno-2021,PiS-zzG1LmE,22
FORxCHA-2turno-2021,WjNyDnnTMOw,27
CORxRBB-2turno-2021,mKGFqDtFgRI,23
CORxFLU-2turno-2021,lyk2doYENuQ,26
CORxAMG-2turno-2021,YF5WxDasCeo,21
CORxACG-2turno-2021,aqQv2M19Nxs,20
CORxSAN-2turno-2021,a988ErL9Y90,34
CORxCEA-2turno-2021,b5Y0dmE7Dlg,35
CORxINT-2turno-2021,28xtbpZov6Y,28
CORxSAO-2turno-2021,qh7s3Dxyl8g,27
CORxCAP-2turno-2021,wyVn_N11ri8,36
CORxCUI-2turno-2021,j28xyhFxC00,32
CORxJUV-2turno-2021,JA6Ivl8_EMg,38
CORxGRE-2turno-2021,e85XfY1srEU,37
CORxBAH-2turno-2021,E_fbOVOklMc,24
CORxSPT-2turno-2021,m6OVd2JiM6w,25
CORxCHA-2turno-2021,hQbtlqCLCSU,29
RBBxFLU-2turno-2021,pa4jdURtJjk,22
RBBxAMG-2turno-2021,xDlwDI3wbrw,36
RBBxACG-2turno-2021,NWDSfxXIngg,26
RBBxSAN-2turno-2021,O7td0wh8cNs,31
RBBxCEA-2turno-2021,r-6WvjAVDdw,27
RBBxINT-2turno-2021,ydqle959Mhw,38
RBBxSAO-2turno-2021,58aAum9foF0,28
RBBxCAP-2turno-2021,GaoZL0ZxRzc,30
RBBxCUI-2turno-2021,ipgavg61Irc,29
RBBxJUV-2turno-2021,TRJ_qhtA2LE,35
RBBxGRE-2turno-2021,EEExZb7ABCI,33
RBBxBAH-2turno-2021,yswIbGEq1rg,21
RBBxSPT-2turno-2021,a5IKx1HOwFQ,34
RBBxCHA-2turno-2021,PF0W4zaALOg,20
FLUxAMG-2turno-2021,6TyYP8eng-g,34
FLUxACG-2turno-2021,RwNrPbJj-og,25
FLUxSAN-2turno-2021,cDv7pHtu-z4,23
FLUxCEA-2turno-2021,MWUcUDdLgkA,29
FLUxINT-2turno-2021,jF4XtMOy7h8,35
FLUxSAO-2turno-2021,Sg64N_6cUuU,20
FLUxCAP-2turno-2021,vUjmnqRkyPc,27
FLUxCUI-2turno-2021,F8FiBWhnx1U,21
FLUxJUV-2turno-2021,GQUoDlKhyIo,33
FLUxGRE-2turno-2021,bUfjzex12pE,31
FLUxBAH-2turno-2021,MGj4T7MjQdo,37
FLUxSPT-2turno-2021,TcHIwVu6h4w,30
FLUxCHA-2turno-2021,hZkgV3Ch9ME,38
AMGxACG-2turno-2021,vFUlmraxSsw,33
AMGxSAN-2turno-2021,ZYNN2WJosCU,28
AMGxCEA-2turno-2021,_UHAOkuTMOI,37
AMGxINT-2turno-2021,uSdwxRLdGMk,26
AMGxSAO-2turno-2021,,
AMGxCAP-2turno-2021,oW-UlBa7okE,20
AMGxCUI-2turno-2021,K0VwoJ86Xeo,23
AMGxJUV-2turno-2021,dw4PRz-eBgo,25
AMGxGRE-2turno-2021,f5hj0bCYhM0,32
AMGxBAH-2turno-2021,EF-3XHxVh7Y,27
AMGxSPT-2turno-2021,fDHh-TsfUAo,31
AMGxCHA-2turno-2021,k00PlKET16g,35
ACGxSAN-2turno-2021,ESEXBvrUy1I,32
ACGxCEA-2turno-2021,gVtoi0NzXVE,34
ACGxINT-2turno-2021,doMsUGmbLbs,37
ACGxSAO-2turno-2021,o77na8wYKUw,21
ACGxCAP-2turno-2021,2NxmuO8iWfk,24
ACGxCUI-2turno-2021,vnZJdeyQ6GI,22
ACGxJUV-2turno-2021,eki15EerCPs,30
ACGxGRE-2turno-2021,OvKLADesFiI,28
ACGxBAH-2turno-2021,RbdtGQYzMpg,35
ACGxSPT-2turno-2021,fn3fJVON7JE,29
ACGxCHA-2turno-2021,Edch9ohlL_Q,36
SANxCEA-2turno-2021,4GeCL062ohA,21
SANxINT-2turno-2021,xnouUPtB_-U,36
SANxSAO-2turno-2021,AmlmdelngCM,24
SANxCAP-2turno-2021,JQb-beEhnBc,29
SANxCUI-2turno-2021,UYP8VzcILsc,38
SANxJUV-2turno-2021,Oa1CZfIdS-s,22
SANxGRE-2turno-2021,v3CL65PbHag,25
SANxBAH-2turno-2021,Y7QVKyVlOu4,20
SANxSPT-2turno-2021,HvZdXOwYRW8,27
SANxCHA-2turno-2021,Zykp9pO4M3M,33
CEAxINT-2turno-2021,iAlEGVSfyDs,24
CEAxSAO-2turno-2021,43_7-w-F9L8,26
CEAxCAP-2turno-2021,_83ZAmuxwXw,31
CEAxCUI-2turno-2021,b1ZXY33CVWw,30
CEAxJUV-2turno-2021,0GDPr4LcXaw,28
CEAxGRE-2turno-2021,Pwz8GxXfzT0,20
CEAxBAH-2turno-2021,kzdInE_evGk,23
CEAxSPT-2turno-2021,0kit72aPCnk,32
CEAxCHA-2turno-2021,1R6xum_1-vY,22
INTxSAO-2turno-2021,_sfOVwRrIfs,29
INTxCAP-2turno-2021,wJNl20dfUeM,32
INTxCUI-2turno-2021,AjQ3JBJK-No,33
INTxJUV-2turno-2021,IwMr_pQ_ga4,31
INTxGRE-2turno-2021,vL3JRXQ62mY,30
INTxBAH-2turno-2021,nbDSDFUwwiE,22
INTxSPT-2turno-2021,7MLZjxr7RoM,20
INTxCHA-2turno-2021,9oTYpY84o64,25
SAOxCAP-2turno-2021,_KEsgkSy9F0,34
SAOxCUI-2turno-2021,w9ADN1cH4gg,25
SAOxJUV-2turno-2021,mZx1d6YUNgE,37
SAOxGRE-2turno-2021,XxO8o_SFLGQ,35
SAOxBAH-2turno-2021,22uFp8KEWxM,30
SAOxSPT-2turno-2021,BJm3SqxUAA8,36
SAOxCHA-2turno-2021,6YDpfjCPE-0,23
CAPxCUI-2turno-2021,IWidX0eZC6s,35
CAPxJUV-2turno-2021,eyJ5KAUxBMw,21
CAPxGRE-2turno-2021,WXgMpVOVTsc,22
CAPxBAH-2turno-2021,7J86DSg6U60,25
CAPxSPT-2turno-2021,zqLILQLTbOM,38
CAPxCHA-2turno-2021,Wb-E5mpQJrs,26
CUIxJUV-2turno-2021,TUeKefKQ-g4,20
CUIxGRE-2turno-2021,kea8dpAdAU8,24
CUIxBAH-2turno-2021,D3D6Ns5v2wQ,34
CUIxSPT-2turno-2021,4cl1Sz9jX0g,26
CUIxCHA-2turno-2021,1foumwW6-Y4,31
JUVxGRE-2turno-2021,rCjhUyQzqaY,27
JUVxBAH-2turno-2021,unltGwpRhvs,29
JUVxSPT-2turno-2021,ExW-8sehcUg,24
JUVxCHA-2turno-2021,PHJa4vX1a80,32
GRExBAH-2turno-2021,AOJbeqxkKzg,36
GRExSPT-2turno-2021,rKnb4h1yv4A,23
GRExCHA-2turno-2021,tkckajmD2L0,34
BAHxSPT-2turno-2021,fGmK32XC3RI,33
BAHxCHA-2turno-2021,jM-A445gNfQ,28
SPTxCHA-2turno-2021,iFj55nE7NT4,37
