label,id,rodada,views
PALxSPT-1turno-2021,kzoP72c59dM,9,453654
PALxCHA-1turno-2021,K9DJ4K2IiIs,2,297453
FORxCOR-1turno-2021,SQd9OdZ32do,11,556586
FORxRBB-1turno-2021,tMSwi9U9ClM,13,366142
FORxFLU-1turno-2021,9bBtELbOP2g,5,204860
FORxAMG-1turno-2021,rhyqmt9GuU8,10,473857
FORxACG-1turno-2021,m1NDyirKDXU,4,54411
FORxSAN-1turno-2021,hXCFfoFYcZU,16,208584
FORxCEA-1turno-2021,uri6rzQu0so,14,401796
FORxINT-1turno-2021,OSDFPv1kMe4,2,1472888
FORxSAO-1turno-2021,NDX7FbESEEQ,12,900270
FORxCAP-1turno-2021,nb6tO9Y74H8,9,290179
FORxCUI-1turno-2021,T1IXGta9c74,18,211628
FORxJUV-1turno-2021,LFgzIX4_xN8,17,226932
FORxGRE-1turno-2021,-hf5_CjQoFQ,7,277282
FORxBAH-1turno-2021,p72wbnt-Uws,19,1205493
FORxSPT-1turno-2021,X524eNVFHYA,3,191502
FORxCHA-1turno-2021,VjZBNwocN5s,8,542745
CORxRBB-1turno-2021,tMkCNA9LIuo,4,451287
CORxFLU-1turno-2021,UJety0EceGo,7,412453
CORxAMG-1turno-2021,75vedfgRTQQ,2,234095
CORxACG-1turno-2021,oelrfIpH7-c,1,243604
CORxSAN-1turno-2021,WyhKkNp0hz8,15,363544
CORxCEA-1turno-2021,zJaUK3HerbY,16,1377527
CORxINT-1turno-2021,twSdZgVphr8,9,964269
CORxSAO-1turno-2021,QFy_csQG_oA,8,387988
CORxCAP-1turno-2021,s93GXOXp9UU,17,593810
CORxCUI-1turno-2021,Fg-qiHCZu_c,13,678156
CORxJUV-1turno-2021,5_mG9SPXhdQ,19,1058418
CORxGRE-1turno-2021,MIvB4No81HA,18,1358145
CORxBAH-1turno-2021,-9Uf0ExEYxc,5,136884
CORxSPT-1turno-2021,wMZdSa7OezM,6,509706
CORxCHA-1turno-2021,2MrQRGE6KsY,10,686326
RBBxFLU-1turno-2021,4FnZu5oa2j0,3,117184
RBBxAMG-1turno-2021,KKWFR50HQg8,17,282669
RBBxACG-1turno-2021,juBulzczzgU,7,464230
RBBxSAN-1turno-2021,vs67cT_E5z4,12,631591
RBBxCEA-1turno-2021,tE3tXFg_M60,8,231843
RBBxINT-1turno-2021,AYKy2frZjBg,19,728257
RBBxSAO-1turno-2021,ZIE78GVnc4w,9,1005684
RBBxCAP-1turno-2021,b4Dmeihh5jY,11,349438
RBBxCUI-1turno-2021,cEcqgSCpb5Y,10,241542
RBBxJUV-1turno-2021,YyfIJTverys,16,383796
RBBxGRE-1turno-2021,39cHfMy4voo,14,439854
RBBxBAH-1turno-2021,p7nmV0U1MHY,2,312975
RBBxSPT-1turno-2021,TqckZE83ZZI,15,171885
RBBxCHA-1turno-2021,Hdcn6ukypz0,1,140725
FLUxAMG-1turno-2021,fjT70kAu4bc,15,178907
FLUxACG-1turno-2021,-xUPP5CqJWc,6,154062
FLUxSAN-1turno-2021,_W1gxRxnI1M,4,161210
FLUxCEA-1turno-2021,3pyxHqm4apo,10,116917
FLUxINT-1turno-2021,YyuK-mI3kDU,16,1107995
FLUxSAO-1turno-2021,Ni5Xr2G3bKI,1,210356
FLUxCAP-1turno-2021,3zB-eNPYr_0,8,628440
FLUxCUI-1turno-2021,XPCKaK4m1ok,2,112062
FLUxJUV-1turno-2021,-q1LzNenn6s,14,202424
FLUxGRE-1turno-2021,Gf_kR-ZZ038,12,705271
FLUxBAH-1turno-2021,wKt03ZuEeOA,18,514305
FLUxSPT-1turno-2021,IUkjD92XT4U,11,357657
FLUxCHA-1turno-2021,D4EmRE2dNH8,19,261072
AMGxACG-1turno-2021,_52o4wDvKG0,14,89478
AMGxSAN-1turno-2021,usZKLCdAwEY,9,480579
AMGxCEA-1turno-2021,Cyg45ZmqBvY,18,249156
AMGxINT-1turno-2021,uZfP26ztZhY,7,235532
AMGxSAO-1turno-2021,nb9AHunTi6A,19,451822
AMGxCAP-1turno-2021,5_lhoRbdSpQ,1,68173
AMGxCUI-1turno-2021,_EwKPd1reZc,4,36433
AMGxJUV-1turno-2021,6rqN7fl6M-c,6,130591
AMGxGRE-1turno-2021,O4HNI5M1Yls,13,528984
AMGxBAH-1turno-2021,z8VvnVP_biI,8,479939
AMGxSPT-1turno-2021,9K_w5c995Pc,12,278556
AMGxCHA-1turno-2021,T-OU_a3G0Nc,16,168227
ACGxSAN-1turno-2021,yuGOccK7O7U,13,247024
ACGxCEA-1turno-2021,3LwtA__q-MU,15,70997
ACGxINT-1turno-2021,OIuleGnKuXc,18,99551
ACGxSAO-1turno-2021,GIlI-gdnQl0,2,356980
ACGxCAP-1turno-2021,4j-rU16r4Vk,5,101302
ACGxCUI-1turno-2021,yiT8VeittLk,3,206394
ACGxJUV-1turno-2021,FlclhQ1BTU4,11,163883
ACGxGRE-1turno-2021,IcXhHFs2obg,9,568765
ACGxBAH-1turno-2021,qfvI5UnTZc4,16,258904
ACGxSPT-1turno-2021,uiVhW8UqveA,10,101350
ACGxCHA-1turno-2021,1DCHXu012Eg,17,118370
SANxCEA-1turno-2021,Ldu1ViQFecc,2,427754
SANxINT-1turno-2021,BOuAyr0r9RA,17,538225
SANxSAO-1turno-2021,87ICMKTocLk,5,391172
SANxCAP-1turno-2021,ybQ89LNTlWo,10,412624
SANxCUI-1turno-2021,eKpPCPejPaQ,19,748098
SANxJUV-1turno-2021,cZCyup-H-ck,3,65520
SANxGRE-1turno-2021,BR-iTiBijoo,6,641558
SANxBAH-1turno-2021,bceVrDKn7xc,1,494717
SANxSPT-1turno-2021,06u4vMGWmZo,8,154812
SANxCHA-1turno-2021,Xq0SAe0k_6U,14,208501
CEAxINT-1turno-2021,HO5Iw0nWuXs,5,128014
CEAxSAO-1turno-2021,xQM9fNqTuOs,7,417327
CEAxCAP-1turno-2021,xladbJmdPSs,12,287577
CEAxCUI-1turno-2021,cLTFj5f6qgY,11,265465
CEAxJUV-1turno-2021,ZlM1Rpm2mZ4,9,183384
CEAxGRE-1turno-2021,FtR5MQ3pxMw,1,364989
CEAxBAH-1turno-2021,iEU-sOTeZbE,4,223987
CEAxSPT-1turno-2021,7XrBMeele_Q,13,103528
CEAxCHA-1turno-2021,39yi5Hn8osU,3,44931
INTxSAO-1turno-2021,uiVhW8UqveA,10,101350
INTxCAP-1turno-2021,9qJs7g1kB88,13,542681
INTxCUI-1turno-2021,ci8MauBufp8,14,180120
INTxJUV-1turno-2021,TwJq-XlAdKQ,12,280028
INTxGRE-1turno-2021,pgKgofyEPhI,11,392822
INTxBAH-1turno-2021,PBo9jbJG_GA,3,143714
INTxSPT-1turno-2021,I5OKKHYTuSU,1,276147
INTxCHA-1turno-2021,93kZ_KAsyKc,6,277078
SAOxCAP-1turno-2021,Aoi7-4xb28o,15,1133530
SAOxCUI-1turno-2021,V9TRK-ErmxU,6,395890
SAOxJUV-1turno-2021,Ag2198RQSt8,18,582477
SAOxGRE-1turno-2021,dlJx1RClats,16,1678850
SAOxBAH-1turno-2021,gAm7opVcgxg,11,941780
SAOxSPT-1turno-2021,LzfdlXyaQe0,17,563122
SAOxCHA-1turno-2021,Tb2u4hN4FQ4,4,206483
CAPxCUI-1turno-2021,47-gTQODO9E,16,182320
CAPxJUV-1turno-2021,80TGH8f3ALA,2,76699
CAPxGRE-1turno-2021,_QzW0bjAsPU,3,136291
CAPxBAH-1turno-2021,1O9ixDvMuKw,6,182139
CAPxSPT-1turno-2021,aIm48CIMCV4,19,134888
CAPxCHA-1turno-2021,1mvralq1Jts,7,148912
CUIxJUV-1turno-2021,5pA3s36c_eo,1,253078
CUIxGRE-1turno-2021,Zpbt9EqXO0c,5,285866
CUIxBAH-1turno-2021,WsRcSX2-LGk,15,203056
CUIxSPT-1turno-2021,xsbF_joFDD0,7,89596
CUIxCHA-1turno-2021,1QGYM5n6M6o,12,288693
JUVxGRE-1turno-2021,jhynM9teEfs,8,491856
JUVxBAH-1turno-2021,9sIJ8cq6RTo,10,165581
JUVxSPT-1turno-2021,uBYBDu133Bw,5,109300
JUVxCHA-1turno-2021,kFykIPyWqpY,13,131494
GRExBAH-1turno-2021,rIrF6-McIPU,17,970219
GRExSPT-1turno-2021,mi3nc1X8tWQ,4,211770
GRExCHA-1turno-2021,ei58ztXdn98,15,564589
BAHxSPT-1turno-2021,ZVfWfg8XdfQ,14,280840
BAHxCHA-1turno-2021,enbrsWwsP8M,9,333578
SPTxCHA-1turno-2021,mLxp4Sjo3_I,18,93401
CAMxFLA-2turno-2021,8FO6RkE3ps0,29,3334979
CAMxPAL-2turno-2021,jk4HWgK5C8c,35,1872852
CAMxFOR-2turno-2021,o1hLLgymHbs,20,587863
CAMxCOR-2turno-2021,tEAPJ0Eu91M,31,2355305
CAMxRBB-2turno-2021,Y_vu8BJb9e8,37,1374441
CAMxFLU-2turno-2021,u2wgEGFVFds,36,1388919
CAMxAMG-2turno-2021,9Lwa0o60hAA,30,692327
CAMxACG-2turno-2021,bHBCiLkgs7w,27,1096119
CAMxSAN-2turno-2021,dAfISxnPsdY,26,1383145
CAMxCEA-2turno-2021,809c1CPObaw,25,1027102
CAMxINT-2turno-2021,Xedqo18PLds,23,1000221
CAMxSAO-2turno-2021,tI3r1aj3jhk,22,878286
CAMxCAP-2turno-2021,evSEljUaofQ,33,924552
CAMxCUI-2turno-2021,v8QE8tlYpAA,28,836283
CAMxJUV-2turno-2021,KULitzWHL74,34,1092838
CAMxGRE-2turno-2021,xeXVZYyNbtA,38,1922133
CAMxBAH-2turno-2021,4w4awBG-rUo,32,3027415
CAMxSPT-2turno-2021,AKRhmyi4_Y0,21,1354068
CAMxCHA-2turno-2021,n_VoPBAmpCY,24,571467
FLAxPAL-2turno-2021,cHlfma5h2ks,20,4147275
FLAxFOR-2turno-2021,buljX73IJk8,25,2052851
FLAxCOR-2turno-2021,67gQdMxuZHs,33,2736291
FLAxRBB-2turno-2021,3ri6LtgCVpI,24,966371
FLAxFLU-2turno-2021,yJtHTh_iBvM,28,2991272
FLAxAMG-2turno-2021,5hbdfQUB1zE,22,1483688
FLAxACG-2turno-2021,YNn4EcUQ-5k,38,873323
FLAxSAN-2turno-2021,oyY9Gg7J09s,37,1764950
FLAxCEA-2turno-2021,Ux75lbMJ8LQ,36,1882463
FLAxINT-2turno-2021,cdRaZwiU6g0,34,2760081
FLAxSAO-2turno-2021,ZzHAFwtMA5c,32,4623669
FLAxCAP-2turno-2021,wv12-3jCjds,23,2244732
FLAxCUI-2turno-2021,VcK5YhJxALQ,27,881759
FLAxJUV-2turno-2021,Q4xBr-VzXX4,26,2435636
FLAxGRE-2turno-2021,JGUokWQUBYc,21,2036433
FLAxBAH-2turno-2021,oD7gkXMac7Y,31,2430836
FLAxSPT-2turno-2021,R38KWMSxifo,35,1444468
FLAxCHA-2turno-2021,Ijxck9tgvOE,30,2045358
PALxFOR-2turno-2021,ARa6pkrngfo,34,836824
PALxCOR-2turno-2021,91_H0BsyhBA,22,4144704
PALxRBB-2turno-2021,q832gwwqI4M,25,2317031
PALxFLU-2turno-2021,Qz1lux5eUCA,32,1640601
PALxAMG-2turno-2021,HnNue8bcnDk,24,1113877
PALxACG-2turno-2021,pZQXRq9ZrPw,31,1384676
PALxSAN-2turno-2021,cW9Qptbx3xQ,30,940650
PALxCEA-2turno-2021,_84bbnrcOlg,38,409036
PALxINT-2turno-2021,4rqUJOiPQAQ,27,673464
PALxSAO-2turno-2021,d66m7UGLZos,33,1589192
PALxCAP-2turno-2021,f-1O4NlZCZc,37,338805
PALxCUI-2turno-2021,LkghFw1l7dY,36,1285219
PALxJUV-2turno-2021,5usZxinzJS8,23,585321
PALxGRE-2turno-2021,0Ipcs_J40_8,29,2224585
PALxBAH-2turno-2021,UcfY0tqYU6Y,26,574646
PALxSPT-2turno-2021,J5TEgyuNQNw,28,1145399
PALxCHA-2turno-2021,hApij4LX8uY,21,581317
FORxCOR-2turno-2021,Z82SdTSfqgg,30,1419037
FORxRBB-2turno-2021,_f-0SzRkMmQ,32,395797
FORxFLU-2turno-2021,s8p1lOLDg1g,24,639959
FORxAMG-2turno-2021,po7kOjkbdQ4,29,590587
FORxACG-2turno-2021,nTatkdn5h0Y,23,522897
FORxSAN-2turno-2021,BdsEF-kGOBs,35,652471
FORxCEA-2turno-2021,57kxPOuiCPA,33,503182
FORxINT-2turno-2021,8MIhpORihlo,21,490005
FORxSAO-2turno-2021,woiOewuoY9k,31,843071
FORxCAP-2turno-2021,cH3geHW_iak,28,519408
FORxCUI-2turno-2021,B5VJIOcK9VU,37,360553
FORxJUV-2turno-2021,2I6j4gvnSpU,36,512887
FORxGRE-2turno-2021,GDZPPx65iTw,26,766532
FORxBAH-2turno-2021,xWDHs4rJNYA,38,460014
FORxSPT-2turno-2021,PiS-zzG1LmE,22,252615
FORxCHA-2turno-2021,WjNyDnnTMOw,27,550516
CORxRBB-2turno-2021,mKGFqDtFgRI,23,1681376
CORxFLU-2turno-2021,lyk2doYENuQ,26,1065474
CORxAMG-2turno-2021,YF5WxDasCeo,21,794852
CORxACG-2turno-2021,aqQv2M19Nxs,20,737091
CORxSAN-2turno-2021,a988ErL9Y90,34,1636838
CORxCEA-2turno-2021,b5Y0dmE7Dlg,35,1270529
CORxINT-2turno-2021,28xtbpZov6Y,28,1316937
CORxSAO-2turno-2021,qh7s3Dxyl8g,27,1880752
CORxCAP-2turno-2021,wyVn_N11ri8,36,778180
CORxCUI-2turno-2021,j28xyhFxC00,32,2312610
CORxJUV-2turno-2021,JA6Ivl8_EMg,38,847428
CORxGRE-2turno-2021,e85XfY1srEU,37,1973637
CORxBAH-2turno-2021,E_fbOVOklMc,24,1721718
CORxSPT-2turno-2021,m6OVd2JiM6w,25,938385
CORxCHA-2turno-2021,hQbtlqCLCSU,29,1508877
RBBxFLU-2turno-2021,pa4jdURtJjk,22,339857
RBBxAMG-2turno-2021,xDlwDI3wbrw,36,212138
RBBxACG-2turno-2021,NWDSfxXIngg,26,286343
RBBxSAN-2turno-2021,O7td0wh8cNs,31,581862
RBBxCEA-2turno-2021,r-6WvjAVDdw,27,533615
RBBxINT-2turno-2021,ydqle959Mhw,38,231249
RBBxSAO-2turno-2021,58aAum9foF0,28,753377
RBBxCAP-2turno-2021,GaoZL0ZxRzc,30,271044
RBBxCUI-2turno-2021,ipgavg61Irc,29,543579
RBBxJUV-2turno-2021,TRJ_qhtA2LE,35,382807
RBBxGRE-2turno-2021,EEExZb7ABCI,33,613513
RBBxBAH-2turno-2021,yswIbGEq1rg,21,373850
RBBxSPT-2turno-2021,a5IKx1HOwFQ,34,451299
RBBxCHA-2turno-2021,PF0W4zaALOg,20,475618
FLUxAMG-2turno-2021,6TyYP8eng-g,34,389428
FLUxACG-2turno-2021,RwNrPbJj-og,25,112564
FLUxSAN-2turno-2021,cDv7pHtu-z4,23,453249
FLUxCEA-2turno-2021,MWUcUDdLgkA,29,311512
FLUxINT-2turno-2021,jF4XtMOy7h8,35,478833
FLUxSAO-2turno-2021,Sg64N_6cUuU,20,845399
FLUxCAP-2turno-2021,vUjmnqRkyPc,27,173663
FLUxCUI-2turno-2021,F8FiBWhnx1U,21,516168
FLUxJUV-2turno-2021,GQUoDlKhyIo,33,183927
FLUxGRE-2turno-2021,bUfjzex12pE,31,1012253
FLUxBAH-2turno-2021,MGj4T7MjQdo,37,762694
FLUxSPT-2turno-2021,TcHIwVu6h4w,30,383104
FLUxCHA-2turno-2021,hZkgV3Ch9ME,38,293409
AMGxACG-2turno-2021,vFUlmraxSsw,33,48010
AMGxSAN-2turno-2021,ZYNN2WJosCU,28,803185
AMGxCEA-2turno-2021,_UHAOkuTMOI,37,152813
AMGxINT-2turno-2021,uSdwxRLdGMk,26,544731
AMGxSAO-2turno-2021,gXFICadHBPk,38,499780
AMGxCAP-2turno-2021,oW-UlBa7okE,20,286526
AMGxCUI-2turno-2021,K0VwoJ86Xeo,23,266482
AMGxJUV-2turno-2021,dw4PRz-eBgo,25,178780
AMGxGRE-2turno-2021,f5hj0bCYhM0,32,1089472
AMGxBAH-2turno-2021,EF-3XHxVh7Y,27,144408
AMGxSPT-2turno-2021,fDHh-TsfUAo,31,468255
AMGxCHA-2turno-2021,k00PlKET16g,35,264707
ACGxSAN-2turno-2021,ESEXBvrUy1I,32,167053
ACGxCEA-2turno-2021,gVtoi0NzXVE,34,193776
ACGxINT-2turno-2021,doMsUGmbLbs,37,492056
ACGxSAO-2turno-2021,o77na8wYKUw,21,691986
ACGxCAP-2turno-2021,2NxmuO8iWfk,24,102941
ACGxCUI-2turno-2021,vnZJdeyQ6GI,22,36737
ACGxJUV-2turno-2021,eki15EerCPs,30,143083
ACGxGRE-2turno-2021,OvKLADesFiI,28,662722
ACGxBAH-2turno-2021,RbdtGQYzMpg,35,598511
ACGxSPT-2turno-2021,fn3fJVON7JE,29,895933
ACGxCHA-2turno-2021,Edch9ohlL_Q,36,163209
SANxCEA-2turno-2021,4GeCL062ohA,21,131534
SANxINT-2turno-2021,xnouUPtB_-U,36,428722
SANxSAO-2turno-2021,AmlmdelngCM,24,780046
SANxCAP-2turno-2021,JQb-beEhnBc,29,448884
SANxCUI-2turno-2021,UYP8VzcILsc,38,186943
SANxJUV-2turno-2021,Oa1CZfIdS-s,22,404684
SANxGRE-2turno-2021,v3CL65PbHag,25,1150951
SANxBAH-2turno-2021,Y7QVKyVlOu4,20,201912
SANxSPT-2turno-2021,HvZdXOwYRW8,27,190756
SANxCHA-2turno-2021,Zykp9pO4M3M,33,237548
CEAxINT-2turno-2021,iAlEGVSfyDs,24,109739
CEAxSAO-2turno-2021,43_7-w-F9L8,26,718868
CEAxCAP-2turno-2021,_83ZAmuxwXw,31,223306
CEAxCUI-2turno-2021,b1ZXY33CVWw,30,195339
CEAxJUV-2turno-2021,0GDPr4LcXaw,28,85528
CEAxGRE-2turno-2021,Pwz8GxXfzT0,20,475484
CEAxBAH-2turno-2021,kzdInE_evGk,23,176412
CEAxSPT-2turno-2021,0kit72aPCnk,32,438736
CEAxCHA-2turno-2021,1R6xum_1-vY,22,146085
INTxSAO-2turno-2021,_sfOVwRrIfs,29,937434
INTxCAP-2turno-2021,wJNl20dfUeM,32,692961
INTxCUI-2turno-2021,AjQ3JBJK-No,33,319504
INTxJUV-2turno-2021,IwMr_pQ_ga4,31,473112
INTxGRE-2turno-2021,vL3JRXQ62mY,30,1737251
INTxBAH-2turno-2021,nbDSDFUwwiE,22,307943
INTxSPT-2turno-2021,7MLZjxr7RoM,20,305750
INTxCHA-2turno-2021,9oTYpY84o64,25,801185
SAOxCAP-2turno-2021,_KEsgkSy9F0,34,333261
SAOxCUI-2turno-2021,w9ADN1cH4gg,25,482614
SAOxJUV-2turno-2021,mZx1d6YUNgE,37,1034065
SAOxGRE-2turno-2021,XxO8o_SFLGQ,35,2477885
SAOxBAH-2turno-2021,22uFp8KEWxM,30,958685
SAOxSPT-2turno-2021,BJm3SqxUAA8,36,1248100
SAOxCHA-2turno-2021,6YDpfjCPE-0,23,404436
CAPxCUI-2turno-2021,IWidX0eZC6s,35,269673
CAPxJUV-2turno-2021,eyJ5KAUxBMw,21,123531
CAPxGRE-2turno-2021,WXgMpVOVTsc,22,821562
CAPxBAH-2turno-2021,7J86DSg6U60,25,320360
CAPxSPT-2turno-2021,zqLILQLTbOM,38,97250
CAPxCHA-2turno-2021,Wb-E5mpQJrs,26,118416
CUIxJUV-2turno-2021,TUeKefKQ-g4,20,295736
CUIxGRE-2turno-2021,kea8dpAdAU8,24,585672
CUIxBAH-2turno-2021,D3D6Ns5v2wQ,34,132501
CUIxSPT-2turno-2021,4cl1Sz9jX0g,26,239546
CUIxCHA-2turno-2021,1foumwW6-Y4,31,76437
JUVxGRE-2turno-2021,rCjhUyQzqaY,27,859993
JUVxBAH-2turno-2021,unltGwpRhvs,29,92077
JUVxSPT-2turno-2021,ExW-8sehcUg,24,301349
JUVxCHA-2turno-2021,PHJa4vX1a80,32,147071
GRExBAH-2turno-2021,AOJbeqxkKzg,36,1725786
GRExSPT-2turno-2021,rKnb4h1yv4A,23,987420
GRExCHA-2turno-2021,tkckajmD2L0,34,587432
BAHxSPT-2turno-2021,fGmK32XC3RI,33,662433
BAHxCHA-2turno-2021,jM-A445gNfQ,28,307721
SPTxCHA-2turno-2021,iFj55nE7NT4,37,208207
